🇨🇳｜央视,#genre#
东奥皮划艇男子双人决赛,https://vdse.bdstatic.com//80d4eef90b343cd92673b7cb6ec4d5b3.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-06-15T08%3A17%3A19Z%2F-1%2Fhost%2F648c49958618f27c0a38b82ac37c99b024e8ac50e4ec40b7a0e08f0a60109893
我要航海网 阿铁船长的独体育白,http://txtest-xp2p.p2p.huya.com/src/1199539387568-1199539387568-5340843303464075264-2399078898592-10057-A-0-1.xs?wsSecret=3ed212a47af195e209f1ea5e75f01088&wsTime=6246cc11&u=0&seqid=16487205281250000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103

⛳｜户外,#genre#
⛳原始生存40天，大佬组队PK,http://111.62.156.15/tx.flv.huya.com/src/1099531627787-1099531627787-85899393164640256-2199063379030-10057-A-0-1.flv?wsSecret=1448dcd995ce495895e3ad6efd07817d&wsTime=6283b119&u=0&seqid=16527113212603850&ctype=tars_mp&fs=bgct&t=102
原始生存40天，体育大佬组队PK,http://txtest-xp2p.p2p.huya.com/src/1099531627787-1099531627787-85899393164640256-2199063379030-10057-A-0-1.xs?wsSecret=1f4b09f389f11af0d205a70ca0a4c7af&wsTime=6246cb8f&u=0&seqid=16487203971330000&ctype=tars_mobile&fs=bgct&t=103
原始生活21天+挑战满是毒虫的山谷,http://111.62.156.15/tx.flv.huya.com/src/1099531627794-1099531627794-85899423229411328-2199063379044-10057-A-0-1.flv?wsSecret=da432b17bb82d4ab929792847d479878&wsTime=6283b139&u=0&seqid=16527113537697080&ctype=tars_mp&txyp=o%3Afz1%3B&fs=bgct&t=102
双人荒野求生1+1全集,http://111.62.156.15/tx.flv.huya.com/src/1099531627818-1099531627818-85899526308626432-2199063379092-10057-A-0-1.flv?wsSecret=a784fd2ba393461f5b97e015f58fcadd&wsTime=6283b134&u=0&seqid=16527113489399372&ctype=tars_mp&fs=bgct&t=102
荒野猎人+价值万金的深海巨物,http://111.62.156.15/tx.flv.huya.com/src/1099531728624-1099531728624-86332484781867008-2199063580704-10057-A-0-1.flv?wsSecret=104d0cefed4efedf92ff4de92d574e6c&wsTime=6283b154&u=0&seqid=16527113808361850&ctype=tars_mp&fs=bgct&t=102
野行者+原始生存21天,http://111.62.156.15/tx.flv.huya.com/src/1099531739795-1099531739795-86380463861530624-2199063603046-10057-A-0-1.flv?wsSecret=c4e4f376abb80ed8faea4f0ae4211819&wsTime=6283b155&u=0&seqid=16527113815878710&ctype=tars_mp&txyp=o%3Atyeic12%3B&fs=bgct&t=102
双人荒野求生1+1全集,https://epg.112114.xyz/huya/18152427
野外生存,http://txtest-xp2p.p2p.huya.com/src/1099531740251-1099531740251-86382422366617600-2199063603958-10057-A-0-1.xs?wsSecret=30254047291e3ea33c134df764287d05&wsTime=6246cc07&u=0&seqid=16487205178440000&ctype=tars_mobile&fs=bgct&t=103
名人荒野求生第一季第01集,https://s3.fsvod1.com/20220427/GU1spVMb/index.m3u8
名人荒野求生第一季第02集,https://s3.fsvod1.com/20220427/jsZHZhVI/index.m3u8
名人荒野求生第一季第03集,https://s3.fsvod1.com/20220427/eRV96A3y/index.m3u8
名人荒野求生第一季第04集,https://s3.fsvod1.com/20220427/FrIna30X/index.m3u8
名人荒野求生第一季第05集,https://s3.fsvod1.com/20220427/PRXMvHgi/index.m3u8
名人荒野求生第一季第06集,https://s3.fsvod1.com/20220427/QDdAFXQt/index.m3u8
名人荒野求生第二季第01集,https://s3.fsvod1.com/20220427/eXg5AS2S/index.m3u8
名人荒野求生第二季第02集,https://s3.fsvod1.com/20220427/7vhc8ypl/index.m3u8
名人荒野求生第二季第03集,https://s3.fsvod1.com/20220427/VbzqrR6a/index.m3u8
名人荒野求生第二季第04集,https://s3.fsvod1.com/20220427/xgDuYMr1/index.m3u8
名人荒野求生第二季第05集,https://s3.fsvod1.com/20220427/TrSTfTid/index.m3u8
名人荒野求生第二季第06集,https://s3.fsvod1.com/20220427/JXhUBeuG/index.m3u8
名人荒野求生第二季第07集,https://s3.fsvod1.com/20220427/FtFjchuc/index.m3u8
名人荒野求生第二季第08集,https://s3.fsvod1.com/20220427/EqJCqW4T/index.m3u8
名人荒野求生第二季第09集,https://s3.fsvod1.com/20220427/zteK6zK4/index.m3u8
名人荒野求生第三季第01集,https://s3.fsvod1.com/20220501/6RDXZSjn/index.m3u8
名人荒野求生第三季第02集,https://s3.fsvod1.com/20220501/BM0KTuws/index.m3u8
名人荒野求生第三季第03集,https://s3.fsvod1.com/20220501/zhb7eUw8/index.m3u8
名人荒野求生第三季第04集,https://s3.fsvod1.com/20220501/GyzdCwSH/index.m3u8
名人荒野求生第三季第05集,https://s3.fsvod1.com/20220501/jCjEcsa6/index.m3u8
名人荒野求生第三季第06集,https://s3.fsvod1.com/20220501/qRmDnW97/index.m3u8
名人荒野求生第三季第07集,https://s3.fsvod1.com/20220501/b4Y7eq6f/index.m3u8
名人荒野求生第三季第08集,https://s3.fsvod1.com/20220501/TCbU5igB/index.m3u8
名人荒野求生第三季第09集,https://s3.fsvod1.com/20220501/GrslQPWU/index.m3u8
名人荒野求生第三季第10集,https://s3.fsvod1.com/20220501/YnLlCaOF/index.m3u8
名人荒野求生第四季第01集,https://s3.fsvod1.com/20220501/Ev6th1Ei/index.m3u8
名人荒野求生第四季第02集,https://s3.fsvod1.com/20220501/sHx0vIeW/index.m3u8
名人荒野求生第四季第03集,https://s3.fsvod1.com/20220501/3bEFg8yw/index.m3u8
名人荒野求生第四季第04集,https://s3.fsvod1.com/20220501/rqVcuH6K/index.m3u8
名人荒野求生第四季第05集,https://s3.fsvod1.com/20220501/NbHyajtu/index.m3u8
名人荒野求生第四季第06集,https://s3.fsvod1.com/20220501/wt3z5t8o/index.m3u8
名人荒野求生第四季第07集,https://s3.fsvod1.com/20220501/LX8l84TR/index.m3u8
名人荒野求生第四季第08集,https://s3.fsvod1.com/20220501/CqROgtoT/index.m3u8
野外求生夫妻档第二季第01集,https://s3.fsvod1.com/share/94ViWS9khT1YEt37
野外求生夫妻档第二季第02集,https://s3.fsvod1.com/share/wUSPxYSLB4Cxct8x
野外求生夫妻档第二季第03集,https://s3.fsvod1.com/share/CeMyeFSuztwE249O
野外求生夫妻档第二季第04集,https://s3.fsvod1.com/share/EKTzPzS3pSY9M7Bo
野外求生夫妻档第二季第05集,https://s3.fsvod1.com/share/9oYayGmsAaVXcusq
野外求生夫妻档第二季第06集,https://s3.fsvod1.com/share/fLw3Z2172PACZaz7
野外求生夫妻档第二季第07集,https://s3.fsvod1.com/share/6Q6LnjX5mULZgsGa
野外求生夫妻档第二季第08集,https://s3.fsvod1.com/share/vEOVIB4mbMhiw7DA
野外求生夫妻档第二季第09集,https://s3.fsvod1.com/share/jLLA8z567LvaJUii
野外求生夫妻档第二季第10集,https://s3.fsvod1.com/share/Hvz8OKowHvStZRcH
野外求生夫妻档第二季第11集,https://s3.fsvod1.com/share/lzqD1vfbB4jpbImZ
野外求生夫妻档第二季第12集,https://s3.fsvod1.com/share/4wCgkqPZy1hOaF1u
荒野独居第四季第01集,https://s1.fsvod1.com/share/QLQhbzkRkBWe0bw2
荒野独居第四季第02集,https://s1.fsvod1.com/share/Luv77xoeROHKfFL4
荒野独居第四季第03集,https://s1.fsvod1.com/share/fDbtISXLxQ5rOO0l
荒野独居第四季第04集,https://s1.fsvod1.com/share/Ejsx1P3ShH0gVfbK
荒野独居第四季第05集,https://s1.fsvod1.com/share/PTYU4eqI5RTYPaZW
荒野独居第四季第06集,https://s1.fsvod1.com/share/aPxGwlABVZGonWyj
荒野独居第四季第07集,https://s1.fsvod1.com/share/uLOZhCw3pEKxke8r
荒野独居第四季第08集,https://s1.fsvod1.com/share/cselqcAWiCbIp5e8
荒野独居第四季第09集,https://s1.fsvod1.com/share/7Bxe6NzVgRxiXOro
荒野独居第四季第10集,https://s1.fsvod1.com/share/8lk6ycJ1QXnt5GyW
荒野独居第五季第01集,https://s1.fsvod1.com/20220301/247E1HgS/index.m3u8
荒野独居第五季第02集,https://s1.fsvod1.com/20220301/kGR6NyCD/index.m3u8
荒野独居第五季第03集,https://s1.fsvod1.com/20220301/oM5RjPpW/index.m3u8
荒野独居第五季第04集,https://s1.fsvod1.com/20220301/1HunaStx/index.m3u8
荒野独居第五季第05集,https://s1.fsvod1.com/20220301/9GBFHQ6C/index.m3u8
荒野独居第五季第06集,https://s1.fsvod1.com/20220301/CmtEUggY/index.m3u8
荒野独居第五季第07集,https://s1.fsvod1.com/20220301/OV6XaEpX/index.m3u8
荒野独居第五季第08集,https://s1.fsvod1.com/20220301/SJf5DPam/index.m3u8
荒野独居第五季第09集,https://s1.fsvod1.com/20220301/K1bLs7p6/index.m3u8
荒野独居第五季第10集,https://s1.fsvod1.com/20220301/bUB0zibq/index.m3u8
荒野独居第五季第11集,https://s1.fsvod1.com/20220301/RRYR5hJv/index.m3u8
荒野独居第五季第12集,https://s1.fsvod1.com/20220301/4DxDUIMd/index.m3u8
荒野独居第六季第01集,https://s1.fsvod1.com/20220301/wA3aKw1s/index.m3u8
荒野独居第六季第02集,https://s1.fsvod1.com/20220301/HveUpLql/index.m3u8
荒野独居第六季第03集,https://s1.fsvod1.com/20220301/mYdWwtTA/index.m3u8
荒野独居第六季第04集,https://s1.fsvod1.com/20220301/yOVpqRu1/index.m3u8
荒野独居第六季第05集,https://s1.fsvod1.com/20220301/AXpe02pr/index.m3u8
荒野独居第六季第06集,https://s1.fsvod1.com/20220301/WdGNgXeu/index.m3u8
荒野独居第六季第07集,https://s1.fsvod1.com/20220301/gPo42PzD/index.m3u8
荒野独居第六季第08集,https://s1.fsvod1.com/20220301/HJfq5DRc/index.m3u8
荒野独居第六季第09集,https://s1.fsvod1.com/20220301/rsqvcRJr/index.m3u8
荒野独居第六季第10集,https://s1.fsvod1.com/20220301/IIfXt7dt/index.m3u8
荒野独居第六季第11集,https://s1.fsvod1.com/20220301/lXZeOvbd/index.m3u8
荒野独居第七季第01集,https://s1.fsvod1.com/20220228/D0SAozul/index.m3u8
荒野独居第七季第02集,https://s1.fsvod1.com/20220228/L5dTCam1/index.m3u8
荒野独居第七季第03集,https://s1.fsvod1.com/20220228/ibjKYVMd/index.m3u8
荒野独居第七季第04集,https://s1.fsvod1.com/20220228/pjdoZX3j/index.m3u8
荒野独居第七季第05集,https://s1.fsvod1.com/20220228/D2DBklN0/index.m3u8
荒野独居第七季第06集,https://s1.fsvod1.com/20220228/M5uTZda6/index.m3u8
荒野独居第七季第07集,https://s1.fsvod1.com/20220228/cxRQUnsc/index.m3u8
荒野独居第七季第08集,https://s1.fsvod1.com/20220228/SGPmJNI6/index.m3u8
荒野独居第七季第09集,https://s1.fsvod1.com/20220228/H5HDondE/index.m3u8
荒野独居第七季第10集,https://s1.fsvod1.com/20220228/2miQX2Pt/index.m3u8
荒野独居第七季第11集,https://s1.fsvod1.com/20220228/411HGE1l/index.m3u8
荒野独居第八季,http://111.62.156.15/tx.flv.huya.com/src/1099531728575-1099531728575-86332274328469504-2199063580606-10057-A-0-1.flv?wsSecret=359255553a26935b899d570cc3cb121d&wsTime=6283b052&u=0&seqid=16527111230029790&ctype=tars_mp&txyp=o%3Atyeic12%3B&fs=bgct&t=102

👫｜健身,#genre#
👫UNI健身健美联赛,http://txtest-xp2p.p2p.huya.com/src/1199594384053-1199594384053-5577051407934029824-2399188891562-10057-A-0-1.xs?wsSecret=0df293b801b26d8bf916d4f14e943c67&wsTime=6246cbba&u=0&seqid=16487204401970000&ctype=tars_mobile&txyp=o%3Afz1%3B&fs=bgct&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*-265_*&t=103
DMS冠军杯+[重播]2021DMS冠军杯奥赛,http://111.62.156.15/tx.flv.huya.com/src/1199544985728-1199544985728-5364887217581850624-2399090094912-10057-A-0-1.flv?wsSecret=3d2fe8e844b75d4aeecf2516acbdf232&wsTime=6283adad&u=0&seqid=16527104452161190&ctype=tars_mp&txyp=o%3Afz6%3B&fs=bgct&t=102
健身挑战卧撑飞20层砖顶,http://111.62.156.15/tx.flv.huya.com/src/1199566166359-1199566166359-5455857335035494400-2399132456174-10057-A-0-1.flv?wsSecret=375445a807d7f9787ded8cfe5dc91af0&wsTime=6283adb0&u=0&seqid=16527104485869940&ctype=tars_mp&txyp=o%3Atyeic11%3B&fs=bgct&t=102
大眼妹兔兔舞台表演,http://txtest-xp2p.p2p.huya.com/src/1099531728616-1099531728616-86332450422128640-2199063580688-10057-A-0-1.xs?wsSecret=b12104bdc77d4d5547922b9997b4ebcd&wsTime=6246cbc5&u=0&seqid=16487204510690000&ctype=tars_mobile&fs=bgct&t=103
美女健身,http://111.62.156.15/tx.flv.huya.com/src/1099531627807-1099531627807-85899479063986176-2199063379070-10057-A-0-1.flv?wsSecret=fc0e4dddd56129f4d51df9e2b1edeef6&wsTime=6283a6b8&u=0&seqid=16527086640938590&ctype=tars_mp&fs=bgct&t=102
美女摔跤凶狠起来壮汉都怕,http://111.62.156.15/tx.flv.huya.com/src/1099531728893-1099531728893-86333640128069632-2199063581242-10057-A-0-1.flv?wsSecret=c38d7c4605ec67568a261fd09535c00a&wsTime=6283a6b2&u=0&seqid=16527086590296070&ctype=tars_mp&fs=bgct&t=102
国外健美表演,http://txtest-xp2p.p2p.huya.com/src/1099531728923-1099531728923-86333768977088512-2199063581302-10057-A-0-1.xs?wsSecret=399b08d5c5be20139e42f8105da9a926&wsTime=6246cbc2&u=0&seqid=16487204487350000&ctype=tars_mobile&fs=bgct&t=103
室内健美,http://111.62.156.15/tx.flv.huya.com/src/1099531728923-1099531728923-86333768977088512-2199063581302-10057-A-0-1.flv?wsSecret=1ca52f5356f3920b72e435aa445429fe&wsTime=6283b200&u=0&seqid=16527115523290670&ctype=tars_mp&fs=bgct&t=102
奶油芊芊 忍者摔跤大赛，体育修行只为今日,http://txtest-xp2p.p2p.huya.com/src/1099531627809-1099531627809-85899487653920768-2199063379074-10057-A-0-1.xs?wsSecret=5a99a56a83cf24ba7371f889bad1cafb&wsTime=6246cbbb&u=0&seqid=16487204413320000&ctype=tars_mobile&fs=bgct&t=103
美女健身,http://111.62.156.15/tx.flv.huya.com/src/1099531627807-1099531627807-85899479063986176-2199063379070-10057-A-0-1.flv?wsSecret=fc0e4dddd56129f4d51df9e2b1edeef6&wsTime=6283a6b8&u=0&seqid=16527086640938590&ctype=tars_mp&fs=bgct&t=102
迈阿密泳装1,https://vd3.bdstatic.com/mda-kd9p9nw65235amji/hd/mda-kd9p9nw65235amji.mp4
迈阿密泳装2,https://vd2.bdstatic.com/mda-kcjmkds5b68q4g5c/v1-cae/hd/mda-kcjmkds5b68q4g5c.mp4
迈阿密泳装3,https://vd4.bdstatic.com/mda-keitd5c5q3b2z5nt/hd/mda-keitd5c5q3b2z5nt.mp4
维密内衣秀1,https://vd4.bdstatic.com/mda-kh4jcqnyi3gcc5g6/hd/mda-kh4jcqnyi3gcc5g6.mp4
维密内衣秀2,https://vd3.bdstatic.com/mda-im3qsuwu4z4xv2zg/mda-im3qsuwu4z4xv2zg.mp4
维密内衣秀3,https://vd4.bdstatic.com/mda-im2h19hdr9f63ca0/hd/mda-im2h19hdr9f63ca0.mp4
维密内衣秀4,https://vd4.bdstatic.com/mda-kh4yvie399wd86he/hd/mda-kh4yvie399wd86he.mp4
蜜桃同学 十分钟站立减肥操体育,http://txtest-xp2p.p2p.huya.com/src/1199549075839-1199549075839-5382454110563860480-2399098275134-10057-A-0-1.xs?wsSecret=1505c46dea949cf1c7b14f1e53c1a91c&wsTime=6246cbdb&u=0&seqid=16487204738060000&ctype=tars_mobile&txyp=o%3Afz6%3B&fs=bgct&t=103
开心老师 瑜伽老师体育,http://txtest-xp2p.p2p.huya.com/src/1279521993636-1279521993636-16822127287603298304-2559044110728-10057-A-0-1.xs?wsSecret=b0827b729089e979e2f75270aa80db59&wsTime=6246cbf7&u=0&seqid=16487205012240000&ctype=tars_mobile&txyp=o%3Acs7%3B&fs=bgct&t=103
大胖兔 [中阶]上腹燃脂体育 35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627853-1099531627853-85899676632481792-2199063379162-10057-A-0-1.xs?wsSecret=6366c80460353d6657334dc9e6641b70&wsTime=6246cc08&u=0&seqid=16487205190020000&ctype=tars_mobile&fs=bgct&t=103
欧尼酱 [初阶]上肢力量感知 · 体育30X4组,http://txtest-xp2p.p2p.huya.com/src/1099531627837-1099531627837-85899607913005056-2199063379130-10057-A-0-1.xs?wsSecret=95b208895e6169ae13422c820274e4bd&wsTime=6246cc04&u=0&seqid=16487205142710000&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&t=103
洪豆豆 [中阶]腿1部力量强化体育 35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627854-1099531627854-85899680927449088-2199063379164-10057-A-0-1.xs?wsSecret=3cc0ebd32a9ccd691334ff5e86bf7d50&wsTime=6246cc05&u=0&seqid=16487205154400000&ctype=tars_mobile&fs=bgct&t=103
特立独行 [中阶]全身循环 体育35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627852-1099531627852-85899672337514496-2199063379160-10057-A-0-1.xs?wsSecret=6c7a5fd3260744c74c37b18a2bd8d7a1&wsTime=6246cc06&u=0&seqid=16487205166020000&ctype=tars_mobile&txyp=o%3Ad3%3B&fs=bgct&t=103
胖大星 [高阶]15分钟全身燃脂体育操,http://txtest-xp2p.p2p.huya.com/src/1099531627844-1099531627844-85899637977776128-2199063379144-10057-A-0-1.xs?wsSecret=e128c0045bc2a748bdc2399a190ff34c&wsTime=6246cc0e&u=0&seqid=16487205245230000&ctype=tars_mobile&fs=bgct&t=103
肌吾霸 [中阶]核心力量强化 体育35X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627851-1099531627851-85899668042547200-2199063379158-10057-A-0-1.xs?wsSecret=8e73c3987a7c8624648338c88515bb38&wsTime=6246cc0f&u=0&seqid=16487205258180000&ctype=tars_mobile&fs=bgct&t=103
Kory-x [高阶]腿高度训练 体育40X6组,http://txtest-xp2p.p2p.huya.com/src/1099531627846-1099531627846-85899646567710720-2199063379148-10057-A-0-1.xs?wsSecret=cfa66a6e252d5c25d290a0cd0b1aebf3&wsTime=6246cc10&u=0&seqid=16487205269310000&ctype=tars_mobile&fs=bgct&t=103
南城以北 [初阶]5分钟零基础热身训练体育 30X4组,http://txtest-xp2p.p2p.huya.com/src/1099531627833-1099531627833-85899590733135872-2199063379122-10057-A-0-1.xs?wsSecret=cab8213bb0e1b2762dddd505ad5b724c&wsTime=6246cc13&u=0&seqid=16487205293590000&ctype=tars_mobile&fs=bgct&t=103
美女健身,http://txtest-xp2p.p2p.huya.com/src/1099531627804-1099531627804-85899466179084288-2199063379064-10057-A-0-1.xs?wsSecret=33d92ea495e634acfc9f4113a35b4003&wsTime=6246cbf9&u=0&seqid=16487205035530000&ctype=tars_mobile&fs=bgct&t=103
泰拳搏击燃脂,http://txtest-xp2p.p2p.huya.com/src/1199564875935-1199564875935-5450315006157520896-2399129875326-10057-A-0-1.xs?wsSecret=d925b1fff497b88ceb7d7a8bf7e55d02&wsTime=6246cc0a&u=0&seqid=16487205202130000&ctype=tars_mobile&txyp=o%3Atyeic12%3B&fs=bgct&t=103
经络拍打操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c35t8nbc77u55ihupkog&ratio=720p&line=0
拍拍操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c30kjcls0qj6vp1d382g&ratio=720p&line=0
拍打操完整版,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f930000c0soqqf3hm76ud64r57g&ratio=720p&line=0
烟雨人间,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c5gmmkrc77u2004p1gjg&ratio=720p&line=0
别知己,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300ff50000bvg3793ar1psfbavtc4g&ratio=720p&line=0
踏浪,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f8d0000bs2q0hu9hhglenjnqs3g&ratio=720p&line=0
你莫走,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f4a0000bsn6tji5lp9jpvpvhktg&ratio=720p&line=0
刘畊宏热身运动,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9oc1fbc77ua9etrl5jg&ratio=720p&line=0,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9mhl6bc77uadapafh1g&ratio=720p&line=0
刘畊宏拉伸运动,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9mhl6bc77uadapafh1g&ratio=720p&line=0
刘畊宏手臂燃脂操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9ob6nrc77u2f4624og0&ratio=720p&line=0
刘畊宏腿部燃脂,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9oc42jc77u47aubmvcg&ratio=720p&line=0
本草纲目毽子操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9i1vdbc77uenc2t7s60&ratio=720p&line=0
刘畊宏欢乐完整毽子操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9obtp3c77ub1rhbisng&ratio=720p&line=0
刘畊宏阳光宅男毽子操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9oauijc77u5p5f0jd90&ratio=720p&line=0
暴汗龙拳毽,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c9gut8jc77ubd80jgue0&ratio=720p&line=0
公公偏头痛不驼背,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c9frj53c77ubd87d2srg&ratio=720p&line=0
周大侠拳击健身操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9lk2rjc77u8aee7e6fg&ratio=720p&line=0
草原抖肩操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9pa7hbc77u4hhksos6g&ratio=720p&line=0
牛仔很忙甩手操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c9p42sbc77ucrcuriocg&ratio=720p&line=0
摇摆扭扭瘦全身,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9obuorc77u4lnv0q4qg&ratio=720p&line=0
养生迪斯科,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c9p4qijc77u58a71kib0&ratio=720p&line=0
酒醉的蝴蝶,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fdd0000bvg38vh118ajc451nqe0&ratio=720p&line=0
可可托海牧羊人,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c5rs85jc77uf30hnp6eg&ratio=720p&line=0
16分钟广场舞,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c5p8qdbc77uat7rec09g&ratio=720p&line=0
肩颈健身操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c59du7rc77u0irv8pkf0&ratio=720p&line=0
饭后消食健身操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c4ovj4jc77ucpcnp8nig&ratio=720p&line=0
腰腹部减肥餐,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c436ip3c77u4a4hnf38g&ratio=720p&line=0
中老年三高健身操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c2b59vbc77uemnrq0tbg&ratio=720p&line=0
寒湿排毒操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fg10000c295vj3c77ueik354gsg&ratio=720p&line=0
有氧运动30分钟,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f5e0000c1mncjrdi719v50hpfi0&ratio=720p&line=0
欢乐拍打操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f470000c0f6psefv45p9ff423fg&ratio=720p&line=0
30分钟经络拍打操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fdb0000c040hnqvjkc5aq3c22mg&ratio=720p&line=0
扭腰减肚子,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200ffd0000bv7larpt4rmmsdfk6dj0&ratio=720p&line=0
暴汗减脂30分钟,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f170000buvnnvs2p0cnffmujbng&ratio=720p&line=0
扭腰减腹,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f6b0000bunqt30gbd6nlp8293h0&ratio=720p&line=0
中老年先慢后快30分钟,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fcb0000c1hekmjl84602lkn91i0&ratio=720p&line=0
小苹果,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f170000bv11vek2p0cnffn52b6g&ratio=720p&line=0
狂狼,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fe70000btm729boblm0jkodoqsg&ratio=720p&line=0
九妹,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fd70000bto626ntchf8ugq0om9g&ratio=720p&line=0
公虾米,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f980000bsc0ukm75ha462p7c4t0&ratio=720p&line=0
朋友这杯酒,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fdc0000c0qdks6rerid486a9ka0&ratio=720p&line=0
愿做F前一朵莲,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f520000c0qdkrddmjjtbb7v2lfg&ratio=720p&line=0
好运来,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300fb80000bvqp85b0imr96sqvn6bg&ratio=720p&line=0
红马鞍,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f430000bt7212q287m1nsj5fqr0&ratio=720p&line=0
江湖酒,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fc90000buofqkvrefoatkcl7b5g&ratio=720p&line=0
对面的小姐姐,hhttps://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f360000bukhejrphouv4f0986ag&ratio=720p&line=0
简单健身广场舞,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0d00faa0000buqf80t8otd86mpvku4g&ratio=720p&line=0
听心,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f9d0000c08olvgmk6mv5ladsgmg&ratio=720p&line=0
站在草原望北京,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c82i4ijc77uakh5rrjug&ratio=720p&line=0
红尘情歌,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200fg10000c455oqjc77u7h8habu50&ratio=720p&line=0
耶耶耶耶耶,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f010000burpmq4l11acsh6pv9e0&ratio=720p&line=0
武阿哥三套跳操,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0200f770000btamob9eqtk9503op6o0&ratio=720p&line=0
夜夜夜太长,https://aweme.snssdk.com/aweme/v1/playwm/?video_id=v0300f440000c0b6s22qvj8ucjhu8g70&ratio=720p&line=0
简单健身操,https://alimov2.a.kwimgs.com/upic/2022/05/08/06/BMjAyMjA1MDgwNjMyMDhfNjQ0NDczOTE1XzczOTAzNDgzMTYxXzJfMw==_b_Bedf9aef86b6091dc8184067ff6f22a9a.mp4?clientCacheKey=3xsdaq9pfzbuc3a_b.mp4&tt=b&di=75880644&bp=13380
